identificationNumber,Relationship,title,blob_uri,externalURL,rightsHolder_org,rightsHolder_person,publishTo
MR.ALBQ.195,45363,George J. Maloof,http://www.publicartarchive.org/sites/default/files/157_02.jpg,,,Paul Moore,Public Art Archive
MR.ALBQ.196,45363,George J. Maloof,http://www.publicartarchive.org/sites/default/files/157_03.jpg,,,Paul Moore,Public Art Archive
MR.ALBQ.197,45367,The Fallen Friend,http://www.publicartarchive.org/sites/default/files/158_01.jpg,,,Jesus Moroles,Public Art Archive
MR.ALBQ.198,45367,The Fallen Friend,http://www.publicartarchive.org/sites/default/files/158_02.jpg,,,Jesus Moroles,Public Art Archive
MR.ALBQ.199,45367,The Fallen Friend,http://www.publicartarchive.org/sites/default/files/158_03.jpg,,,Jesus Moroles,Public Art Archive
MR.ALBQ.200,45371,Floating Mesa,http://www.publicartarchive.org/sites/default/files/159_01.jpg,,,Jesus Moroles,Public Art Archive
MR.ALBQ.201,45371,Floating Mesa,http://www.publicartarchive.org/sites/default/files/159_02.jpg,,,Jesus Moroles,Public Art Archive
MR.ALBQ.202,45371,Floating Mesa,http://www.publicartarchive.org/sites/default/files/159_03.jpg,,,Jesus Moroles,Public Art Archive
MR.ALBQ.203,45371,Floating Mesa,http://www.publicartarchive.org/sites/default/files/159_04.jpg,,,Jesus Moroles,Public Art Archive
MR.ALBQ.204,45376,Globe,http://www.publicartarchive.org/sites/default/files/160_01.jpg,,,Ramsey Rose,Public Art Archive
MR.ALBQ.205,45376,Globe,http://www.publicartarchive.org/sites/default/files/160_02.jpg,,,Ramsey Rose,Public Art Archive
MR.ALBQ.206,45376,Globe,http://www.publicartarchive.org/sites/default/files/160_03.jpg,,,Ramsey Rose,Public Art Archive
MR.ALBQ.207,45376,Globe,http://www.publicartarchive.org/sites/default/files/acerol_globe_0.jpg,,,Ali Acerol,Public Art Archive
MR.ALBQ.208,45380,Spirit Maiden,http://www.publicartarchive.org/sites/default/files/161_01.JPG,,,Michael Naranjo,Public Art Archive
MR.ALBQ.209,45380,Spirit Maiden,http://www.publicartarchive.org/sites/default/files/161_02.jpg,,,Michael Naranjo,Public Art Archive
MR.ALBQ.210,45383,Khwee ... Seng (Woman...Man),http://www.publicartarchive.org/sites/default/files/162_01.jpg,,,Nora Naranjo-Morse,Public Art Archive
MR.ALBQ.211,45383,Khwee ... Seng (Woman...Man),http://www.publicartarchive.org/sites/default/files/162_02.jpg,,,Nora Naranjo-Morse,Public Art Archive
MR.ALBQ.212,45383,Khwee ... Seng (Woman...Man),http://www.publicartarchive.org/sites/default/files/162_03.jpg,,,Nora Naranjo-Morse,Public Art Archive
MR.ALBQ.213,45383,Khwee ... Seng (Woman...Man),http://www.publicartarchive.org/sites/default/files/162_04.jpg,,,Nora Naranjo-Morse,Public Art Archive
MR.ALBQ.214,45388,Portrait of Roger A. Hoisington,http://www.publicartarchive.org/sites/default/files/163_01.jpg,,,Leo Neufeld,Public Art Archive
MR.ALBQ.215,45390,Dreams & Nightmares: Journey of a Broken Weave,http://www.publicartarchive.org/sites/default/files/164_01.JPG,,,Dennis Oppenheim,Public Art Archive
MR.ALBQ.216,45390,Dreams & Nightmares: Journey of a Broken Weave,http://www.publicartarchive.org/sites/default/files/164_02.JPG,,,Dennis Oppenheim,Public Art Archive
MR.ALBQ.217,45390,Dreams & Nightmares: Journey of a Broken Weave,http://www.publicartarchive.org/sites/default/files/164_03.jpg,,,Dennis Oppenheim,Public Art Archive
MR.ALBQ.218,45390,Dreams & Nightmares: Journey of a Broken Weave,http://www.publicartarchive.org/sites/default/files/164_05.jpg,,,Dennis Oppenheim,Public Art Archive
MR.ALBQ.219,45395,Maria C.,http://www.publicartarchive.org/sites/default/files/165%20Maria.jpg,,,Luis Ortega,Public Art Archive
MR.ALBQ.220,45397,"El Camino Real, Road of Life",http://www.publicartarchive.org/sites/default/files/166_01.jpg,,,Patricio A. Zamora (PAZ),Public Art Archive
MR.ALBQ.221,45397,"El Camino Real, Road of Life",http://www.publicartarchive.org/sites/default/files/166_02.jpg,,,Patricio A. Zamora (PAZ),Public Art Archive
MR.ALBQ.222,45397,"El Camino Real, Road of Life",http://www.publicartarchive.org/sites/default/files/166_03.jpg,,,Patricio A. Zamora (PAZ),Public Art Archive
MR.ALBQ.223,45397,"El Camino Real, Road of Life",http://www.publicartarchive.org/sites/default/files/166_04.jpg,,,Patricio A. Zamora (PAZ),Public Art Archive
MR.ALBQ.224,45397,"El Camino Real, Road of Life",http://www.publicartarchive.org/sites/default/files/166_05.jpg,,,Patricio A. Zamora (PAZ),Public Art Archive
MR.ALBQ.225,45403,La Communidad,http://www.publicartarchive.org/sites/default/files/167_01.jpg,,,Patricio A. Zamora (PAZ),Public Art Archive
MR.ALBQ.226,45403,La Communidad,http://www.publicartarchive.org/sites/default/files/167_02.jpg,,,Patricio A. Zamora (PAZ),Public Art Archive
MR.ALBQ.227,45403,La Communidad,http://www.publicartarchive.org/sites/default/files/167_03.jpg,,,Patricio A. Zamora (PAZ),Public Art Archive
MR.ALBQ.228,45407,More than a Fire Fighter,http://www.publicartarchive.org/sites/default/files/168_01.jpg,,,Patricio A. Zamora (PAZ),Public Art Archive
MR.ALBQ.229,45407,More than a Fire Fighter,http://www.publicartarchive.org/sites/default/files/168_03.jpg,,,Patricio A. Zamora (PAZ),Public Art Archive
MR.ALBQ.230,45407,More than a Fire Fighter,http://www.publicartarchive.org/sites/default/files/168_02.jpg,,,Patricio A. Zamora (PAZ),Public Art Archive
MR.ALBQ.231,45407,More than a Fire Fighter,http://www.publicartarchive.org/sites/default/files/168_05.jpg,,,Patricio A. Zamora (PAZ),Public Art Archive
MR.ALBQ.232,45407,More than a Fire Fighter,http://www.publicartarchive.org/sites/default/files/168_04.jpg,,,Patricio A. Zamora (PAZ),Public Art Archive
MR.ALBQ.233,45407,More than a Fire Fighter,http://www.publicartarchive.org/sites/default/files/168_06.jpg,,,Patricio A. Zamora (PAZ),Public Art Archive
MR.ALBQ.234,45414,La Primavera,http://www.publicartarchive.org/sites/default/files/169_01.jpg,,,Francisco LeFebre,Public Art Archive
MR.ALBQ.235,45414,La Primavera,http://www.publicartarchive.org/sites/default/files/169_02.jpg,,,Francisco LeFebre,Public Art Archive
MR.ALBQ.236,45417,Crossroads,http://www.publicartarchive.org/sites/default/files/170_01.JPG,,,Jerry Peart,Public Art Archive
MR.ALBQ.237,45417,Crossroads,http://www.publicartarchive.org/sites/default/files/170_02.jpg,,,Jerry Peart,Public Art Archive
MR.ALBQ.238,45417,Crossroads,http://www.publicartarchive.org/sites/default/files/170_03.jpg,,,Jerry Peart,Public Art Archive
MR.ALBQ.239,45417,Crossroads,http://www.publicartarchive.org/sites/default/files/170_04.jpg,,,Jerry Peart,Public Art Archive
MR.ALBQ.240,45417,Crossroads,http://www.publicartarchive.org/sites/default/files/170_05.jpg,,,Jerry Peart,Public Art Archive
MR.ALBQ.241,45423,La Blessure,http://www.publicartarchive.org/sites/default/files/171_01.jpg,,,Collette Perazio-Itkin,Public Art Archive
MR.ALBQ.242,45425,Gorilla Route #66,http://www.publicartarchive.org/sites/default/files/172_01.jpg,,,Sarah Perry,Public Art Archive
MR.ALBQ.243,45425,Gorilla Route #66,http://www.publicartarchive.org/sites/default/files/172_02.jpg,,,Sarah Perry,Public Art Archive
MR.ALBQ.244,45425,Gorilla Route #66,http://www.publicartarchive.org/sites/default/files/172_03.jpg,,,Sarah Perry,Public Art Archive
MR.ALBQ.245,45429,First Furrow,http://www.publicartarchive.org/sites/default/files/173_01.jpg,,,Susan Raymond,Public Art Archive
MR.ALBQ.246,45429,First Furrow,http://www.publicartarchive.org/sites/default/files/174_01.JPG,,,Susan Raymond,Public Art Archive
MR.ALBQ.247,45429,First Furrow,http://www.publicartarchive.org/sites/default/files/174_02.jpg,,,Susan Raymond,Public Art Archive
MR.ALBQ.248,45429,First Furrow,http://www.publicartarchive.org/sites/default/files/174_03.JPG,,,Susan Raymond,Public Art Archive
MR.ALBQ.249,45429,First Furrow,http://www.publicartarchive.org/sites/default/files/174_05.JPG,,,Susan Raymond,Public Art Archive
MR.ALBQ.250,45429,First Furrow,http://www.publicartarchive.org/sites/default/files/174_04.JPG,,,Susan Raymond,Public Art Archive
MR.ALBQ.251,45429,First Furrow,http://www.publicartarchive.org/sites/default/files/174_06.jpg,,,Susan Raymond,Public Art Archive
MR.ALBQ.252,45437,"Jack Rabbit, Lizards & Bats",http://www.publicartarchive.org/sites/default/files/175_01.jpg,,,Reynaldo Rivera,Public Art Archive
MR.ALBQ.253,45437,"Jack Rabbit, Lizards & Bats",http://www.publicartarchive.org/sites/default/files/175_02.jpg,,,Reynaldo Rivera,Public Art Archive
MR.ALBQ.254,45437,"Jack Rabbit, Lizards & Bats",http://www.publicartarchive.org/sites/default/files/175_03.jpg,,,Reynaldo Rivera,Public Art Archive
MR.ALBQ.255,45441,Reynaldo  Rivera,http://www.publicartarchive.org/sites/default/files/176_01.jpg,,,Reynaldo Rivera,Public Art Archive
MR.ALBQ.256,45443,Los Osos del Canyon,http://www.publicartarchive.org/sites/default/files/177_01.jpg,,,Reynaldo Rivera,Public Art Archive
MR.ALBQ.257,45443,Los Osos del Canyon,http://www.publicartarchive.org/sites/default/files/177_03.jpg,,,Reynaldo Rivera,Public Art Archive
MR.ALBQ.258,45443,Los Osos del Canyon,http://www.publicartarchive.org/sites/default/files/177_04.jpg,,,Reynaldo Rivera,Public Art Archive
MR.ALBQ.259,45447,La Curandera y su Jardin,http://www.publicartarchive.org/sites/default/files/178_01.jpg,,,Reynaldo Rivera,Public Art Archive
MR.ALBQ.260,45447,La Curandera y su Jardin,http://www.publicartarchive.org/sites/default/files/178_02.jpg,,,Reynaldo Rivera,Public Art Archive
MR.ALBQ.261,45447,La Curandera y su Jardin,http://www.publicartarchive.org/sites/default/files/178_03.jpg,,,Reynaldo Rivera,Public Art Archive
MR.ALBQ.262,45447,La Curandera y su Jardin,http://www.publicartarchive.org/sites/default/files/178_04.jpg,,,Reynaldo Rivera,Public Art Archive
MR.ALBQ.263,45452,La Entrada al Futuro,http://www.publicartarchive.org/sites/default/files/179_01.jpg,,,Leopoldo Romero,Public Art Archive
MR.ALBQ.264,45454,"BMW, Chetro Ketl Kiva, Chaco Canyon, USA",http://www.publicartarchive.org/sites/default/files/180_01.jpg,,,Patrick Nagatani,Public Art Archive
MR.ALBQ.265,45456,NM Lowrider Bench,http://www.publicartarchive.org/sites/default/files/181_01.jpg,,,Pedro Romero,Public Art Archive
MR.ALBQ.266,45456,NM Lowrider Bench,http://www.publicartarchive.org/sites/default/files/181_02.jpg,,,Pedro Romero,Public Art Archive
MR.ALBQ.267,45456,NM Lowrider Bench,http://www.publicartarchive.org/sites/default/files/181_03.jpg,,,Pedro Romero,Public Art Archive
MR.ALBQ.268,45456,NM Lowrider Bench,http://www.publicartarchive.org/sites/default/files/181_04.jpg,,,Pedro Romero,Public Art Archive
MR.ALBQ.269,45456,NM Lowrider Bench,http://www.publicartarchive.org/sites/default/files/181_05.jpg,,,Pedro Romero,Public Art Archive
MR.ALBQ.270,45462,Gridlock,http://www.publicartarchive.org/sites/default/files/182_01.jpg,,,Ramsey Rose,Public Art Archive
MR.ALBQ.271,45462,Gridlock,http://www.publicartarchive.org/sites/default/files/182_02.jpg,,,Ramsey Rose,Public Art Archive
MR.ALBQ.272,45462,Gridlock,http://www.publicartarchive.org/sites/default/files/182_03.jpg,,,Ramsey Rose,Public Art Archive
MR.ALBQ.273,45466,Fire Work,http://www.publicartarchive.org/sites/default/files/183_01.jpg,,,Evelyn Rosenberg,Public Art Archive
MR.ALBQ.274,45466,Fire Work,http://www.publicartarchive.org/sites/default/files/183_02.jpg,,,Evelyn Rosenberg,Public Art Archive
MR.ALBQ.275,45466,Fire Work,http://www.publicartarchive.org/sites/default/files/183_03.jpg,,,Evelyn Rosenberg,Public Art Archive
MR.ALBQ.276,45470,El Senador Memorial Honoring Senator Dennis Chavez,http://www.publicartarchive.org/sites/default/files/184_01.jpg,,,J. Mark Rowland;Cynthia Rowland,Public Art Archive
MR.ALBQ.277,45470,El Senador Memorial Honoring Senator Dennis Chavez,http://www.publicartarchive.org/sites/default/files/184_02.jpg,,,J. Mark Rowland;Cynthia Rowland,Public Art Archive
MR.ALBQ.278,45470,El Senador Memorial Honoring Senator Dennis Chavez,http://www.publicartarchive.org/sites/default/files/184_03.jpg,,,J. Mark Rowland;Cynthia Rowland,Public Art Archive
MR.ALBQ.279,45470,El Senador Memorial Honoring Senator Dennis Chavez,http://www.publicartarchive.org/sites/default/files/184_04.jpg,,,J. Mark Rowland;Cynthia Rowland,Public Art Archive
MR.ALBQ.280,45470,El Senador Memorial Honoring Senator Dennis Chavez,http://www.publicartarchive.org/sites/default/files/184_05.jpg,,,J. Mark Rowland;Cynthia Rowland,Public Art Archive
MR.ALBQ.281,45470,El Senador Memorial Honoring Senator Dennis Chavez,http://www.publicartarchive.org/sites/default/files/184_06.jpg,,,J. Mark Rowland;Cynthia Rowland,Public Art Archive
MR.ALBQ.282,45477,Natural Vistas,http://www.publicartarchive.org/sites/default/files/185_01.jpg,,,H. John Bell,Public Art Archive
MR.ALBQ.283,45477,Natural Vistas,http://www.publicartarchive.org/sites/default/files/185_02.jpg,,,H. John Bell,Public Art Archive
MR.ALBQ.284,45477,Natural Vistas,http://www.publicartarchive.org/sites/default/files/185_03.jpg,,,H. John Bell,Public Art Archive
MR.ALBQ.285,45477,Natural Vistas,http://www.publicartarchive.org/sites/default/files/185_04.jpg,,,H. John Bell,Public Art Archive
MR.ALBQ.286,45482,Tree II,http://www.publicartarchive.org/sites/default/files/186_01.jpg,,,Steven Rudy,Public Art Archive
MR.ALBQ.287,45484,Cowboy Dream,http://www.publicartarchive.org/sites/default/files/187_01.jpg,,,Ed Larson,Public Art Archive
MR.ALBQ.288,45486,Chile Harvest,http://www.publicartarchive.org/sites/default/files/188_01.jpg,,,Gilberto Guzman,Public Art Archive
MR.ALBQ.289,45488,Big Hearted Joy Beasts,http://www.publicartarchive.org/sites/default/files/189_01.jpg,,,Ken Saville,Public Art Archive
MR.ALBQ.290,45490,Brave Men,http://www.publicartarchive.org/sites/default/files/190_01.jpg,,,Willard Schroeder,Public Art Archive
MR.ALBQ.291,45490,Brave Men,http://www.publicartarchive.org/sites/default/files/190_02.jpg,,,Willard Schroeder,Public Art Archive
MR.ALBQ.292,45493,The Last Ride,http://www.publicartarchive.org/sites/default/files/191_01.jpg,,,Fritz Scholder,Public Art Archive
MR.ALBQ.293,45493,The Last Ride,http://www.publicartarchive.org/sites/default/files/191_02.jpg,,,Fritz Scholder,Public Art Archive
MR.ALBQ.294,45496,Children Build Community,http://www.publicartarchive.org/sites/default/files/192_01.jpg,,,Glenn Schwaiger,Public Art Archive
MR.ALBQ.295,45496,Children Build Community,http://www.publicartarchive.org/sites/default/files/192_02.jpg,,,Glenn Schwaiger,Public Art Archive
MR.ALBQ.296,45499,Lion�s Share,http://www.publicartarchive.org/sites/default/files/193_01.jpg,,,Cynthia Rowland,Public Art Archive
MR.ALBQ.297,45499,Lion�s Share,http://www.publicartarchive.org/sites/default/files/193_02.jpg,,,Cynthia Rowland,Public Art Archive
MR.ALBQ.298,45499,Lion�s Share,http://www.publicartarchive.org/sites/default/files/193_04.JPG,,,Cynthia Rowland,Public Art Archive
MR.ALBQ.299,45499,Lion�s Share,http://www.publicartarchive.org/sites/default/files/193_03.jpg,,,Cynthia Rowland,Public Art Archive
MR.ALBQ.300,45504,Variacion Nuevo Mexico,http://www.publicartarchive.org/sites/default/files/194_01.jpg,,,Sebastian,Public Art Archive
MR.ALBQ.301,45504,Variacion Nuevo Mexico,http://www.publicartarchive.org/sites/default/files/194_02.jpg,,,Sebastian,Public Art Archive
MR.ALBQ.302,45504,Variacion Nuevo Mexico,http://www.publicartarchive.org/sites/default/files/194_03.jpg,,,Sebastian,Public Art Archive
MR.ALBQ.303,45504,Variacion Nuevo Mexico,http://www.publicartarchive.org/sites/default/files/194_04.jpg,,,Sebastian,Public Art Archive
MR.ALBQ.304,45509,Wild Things (Squirrel),http://www.publicartarchive.org/sites/default/files/195_01.JPG,,,Michael Semsch,Public Art Archive
MR.ALBQ.305,45511,Wild Things (Ram),http://www.publicartarchive.org/sites/default/files/195.01_01.jpg,,,Michael Semsch,Public Art Archive
MR.ALBQ.306,45513,Wild Things (Wolf),http://www.publicartarchive.org/sites/default/files/195.02_01.jpg,,,Michael Semsch,Public Art Archive
MR.ALBQ.307,45515,Wild Things (Deer),http://www.publicartarchive.org/sites/default/files/195.03_01.jpg,,,Michael Semsch,Public Art Archive
MR.ALBQ.308,45517,Wild Things (Fish),http://www.publicartarchive.org/sites/default/files/195.04_01.jpg,,,Michael Semsch,Public Art Archive
MR.ALBQ.309,45519,Wild Things (Toad),http://www.publicartarchive.org/sites/default/files/195.05_01.jpg,,,Michael Semsch,Public Art Archive
MR.ALBQ.310,45521,Wild Things (Buffalo),http://www.publicartarchive.org/sites/default/files/195.06_01.jpg,,,Michael Semsch,Public Art Archive
MR.ALBQ.311,45523,Wild Things (Hummingbird 1),http://www.publicartarchive.org/sites/default/files/195.07_01.jpg,,,Michael Semsch,Public Art Archive
MR.ALBQ.312,45525,Wild Things (Hummingbird 2),http://www.publicartarchive.org/sites/default/files/195.08_01.jpg,,,Michael Semsch,Public Art Archive
MR.ALBQ.313,45527,Wild Things (Hare),http://www.publicartarchive.org/sites/default/files/195.09_01.jpg,,,Michael Semsch,Public Art Archive
MR.ALBQ.314,45529,Wild Things (Eagle),http://www.publicartarchive.org/sites/default/files/195.10_01.jpg,,,Michael Semsch,Public Art Archive
MR.ALBQ.315,45531,Wild Things (Lizards),http://www.publicartarchive.org/sites/default/files/195.11_01.jpg,,,Michael Semsch,Public Art Archive
MR.ALBQ.316,45533,Wild Things (Hawk),http://www.publicartarchive.org/sites/default/files/195.12_01.jpg,,,Michael Semsch,Public Art Archive
MR.ALBQ.317,45535,Bus Stop and Low Walls,http://www.publicartarchive.org/sites/default/files/196_01.jpg,,,Joan Weissman,Public Art Archive
MR.ALBQ.318,45535,Bus Stop and Low Walls,http://www.publicartarchive.org/sites/default/files/196_01_0.jpg,,,Joan Weissman,Public Art Archive
MR.ALBQ.319,45537,Star,http://www.publicartarchive.org/sites/default/files/197_01.jpg,,,Richard Beckman,Public Art Archive
MR.ALBQ.320,45539,Mi Jacalito y Mi Comunidad,http://www.publicartarchive.org/sites/default/files/198_01.jpg,,,Esteban Duran,Public Art Archive
MR.ALBQ.321,45539,Mi Jacalito y Mi Comunidad,http://www.publicartarchive.org/sites/default/files/198_02.jpg,,,Esteban Duran,Public Art Archive
MR.ALBQ.322,45539,Mi Jacalito y Mi Comunidad,http://www.publicartarchive.org/sites/default/files/198_03.jpg,,,Esteban Duran,Public Art Archive
MR.ALBQ.323,45543,Ahora y Cuando,http://www.publicartarchive.org/sites/default/files/199_01.jpg,,,Patricio A. Zamora (PAZ),Public Art Archive
MR.ALBQ.324,45543,Ahora y Cuando,http://www.publicartarchive.org/sites/default/files/199_02.jpg,,,Patricio A. Zamora (PAZ),Public Art Archive
